,nomeParlamentar,siglaPartido,siglaUF,valorLiquido
448,RUBENS PEREIRA JÚNIOR,PCdoB,MA,82137.81
449,VICTOR MENDES,MDB,MA,43648.340000000004
450,ZÉ CARLOS,PT,MA,121624.98000000004
451,ADELMO CARNEIRO LEÃO,PT,MG,36146.24
452,CAIO NARCIO,PSDB,MG,34514.28999999999
453,DÂMINA PEREIRA,PODE,MG,12022.58
454,DELEGADO EDSON MOREIRA,PR,MG,34184.44000000002
455,LAUDIVIO CARVALHO,PODE,MG,31800.16999999999
456,MISAEL VARELLA,PSD,MG,135133.42000000004
457,NEWTON CARDOSO JR,MDB,MG,40138.33000000002
458,RODRIGO PACHECO,DEM,MG,20606.969999999994
459,TENENTE LÚCIO,PR,MG,8906.58
460,TEREZA CRISTINA,DEM,MS,22.72
461,ZECA DO PT,PT,MS,37005.92
462,ADILTON SACHETTI,PRB,MT,28935.71
463,EZEQUIEL FONSECA,PP,MT,601.7900000000001
464,FABIO GARCIA,DEM,MT,12591.209999999997
465,BETO SALAME,PP,PA,26492.710000000006
466,FRANCISCO CHAPADINHA,PODE,PA,5056.0
467,DELEGADO ÉDER MAURO,PSD,PA,154077.83000000013
468,HÉLIO LEITE,DEM,PA,194524.6000000002
469,JOAQUIM PASSARINHO,PSD,PA,153405.49000000028
470,SIMONE MORGADO,MDB,PA,41224.049999999996
471,PEDRO CUNHA LIMA,PSDB,PB,64103.69000000002
472,VENEZIANO VITAL DO RÊGO,PSB,PB,20900.06
473,ADALBERTO CAVALCANTI,AVANTE,PE,37421.77999999999
474,BETINHO GOMES,PSDB,PE,38835.69
475,DANIEL COELHO,CIDADANIA,PE,100678.53000000014
476,JOÃO FERNANDO COUTINHO,PROS,PE,42659.35
477,KAIO MANIÇOBA,SOLIDARIEDADE,PE,40168.92999999999
478,MARINALDO ROSENDO,PP,PE,33417.72999999998
479,RICARDO TEOBALDO,PODE,PE,184511.68
480,SEBASTIÃO OLIVEIRA,PL,PE,98116.99000000005
481,TADEU ALENCAR,PSB,PE,177508.48000000036
482,ZECA CAVALCANTI,PTB,PE,43065.950000000004
483,CAPITÃO FÁBIO ABREU,PL,PI,118384.29999999997
484,REJANE DIAS,PT,PI,113868.2499999999
485,RODRIGO MARTINS,PSB,PI,42250.8
486,ALIEL MACHADO,PSB,PR,115588.31000000003
487,CHRISTIANE DE SOUZA YARED,PL,PR,82335.76000000004
488,DIEGO GARCIA,PODE,PR,99606.26999999992
489,EVANDRO ROMAN,PSD,PR,159611.7700000001
490,LUCIANO DUCCI,PSB,PR,130646.35999999999
