,nomeParlamentar,siglaPartido,siglaUF,valorLiquido
479,CLARISSA GAROTINHO,PROS,RJ,266196.0800000006
480,EZEQUIEL TEIXEIRA,PODE,RJ,381776.93999999994
481,MARCO ANTÔNIO CABRAL,MDB,RJ,424944.33999999973
482,MARCOS SOARES,DEM,RJ,373126.8799999992
483,ROBERTO SALES,DEM,RJ,427608.7900000002
484,ROSANGELA GOMES,PRB,RJ,382376.12999999983
485,SORAYA SANTOS,PL,RJ,367095.4599999995
486,SÓSTENES CAVALCANTE,DEM,RJ,419632.9100000015
487,BETO ROSADO,PP,RN,506415.54000000044
488,ZENAIDE MAIA,PHS,RN,512999.01000000077
489,ANTÔNIO JÁCOME,PODE,RN,506663.55000000005
490,RAFAEL MOTTA,PSB,RN,524167.05000000034
491,WALTER ALVES,MDB,RN,504921.71000000025
492,EXPEDITO NETTO,PSD,RO,476503.0899999997
493,LUCIO MOSQUINI,MDB,RO,454172.8499999991
494,LUIZ CLÁUDIO,PR,RO,501267.7799999999
495,MARIANA CARVALHO,PSDB,RO,468041.34999999905
496,ABEL MESQUITA JR.,DEM,RR,529850.260000001
497,CARLOS ANDRADE,PHS,RR,543493.5699999993
498,HIRAN GONÇALVES,PP,RR,520665.6799999993
499,REMÍDIO MONAI,PR,RR,549060.5300000003
500,SHÉRIDAN,PSDB,RR,443349.40999999986
501,CARLOS GOMES,PRB,RS,269137.03999999963
502,COVATTI FILHO,PP,RS,440998.1699999994
503,HEITOR SCHUCH,PSB,RS,370633.35999999964
504,JOÃO DERLY,REDE,RS,386805.2299999998
505,GEOVANIA DE SÁ,PSDB,SC,366747.11999999994
506,JOÃO PAULO KLEINÜBING,DEM,SC,475749.04999999993
507,ADELSON BARRETO,PR,SE,331803.13000000047
508,FÁBIO MITIDIERI,PSD,SE,492517.21999999956
509,JOÃO DANIEL,PT,SE,482465.5800000005
510,JONY MARCOS,PRB,SE,485425.44000000093
511,ALEX MANENTE,CIDADANIA,SP,468215.0599999997
512,ANA PERUGINI,PT,SP,439766.8699999997
513,ANDRES SANCHEZ,PT,SP,250607.62999999974
514,BALEIA ROSSI,MDB,SP,414333.2500000006
515,EDUARDO CURY,PSDB,SP,413762.27999999974
516,FLAVINHO,PSC,SP,216826.34999999971
517,FLORIANO PESARO,PSDB,SP,321050.1300000004
518,GOULART,PSD,SP,420631.0399999994
519,HERCULANO PASSOS,MDB,SP,451138.32
520,LUIZ LAURO FILHO,PSB,SP,444155.14
521,MARCIO ALVINO,PL,SP,74224.38000000002
522,MIGUEL HADDAD,PSDB,SP,319458.88999999955
523,MIGUEL LOMBARDI,PL,SP,408196.7199999972
524,NILTO TATTO,PT,SP,422325.5099999995
525,ORLANDO SILVA,PCdoB,SP,401635.9200000003
526,JOÃO PAULO PAPA,PSDB,SP,326066.93999999895
527,RENATA ABREU,PODE,SP,281681.92999999993
528,SAMUEL MOREIRA,PSDB,SP,258664.52
529,SÉRGIO REIS,PRB,SP,402613.9200000006
530,VITOR LIPPI,PSDB,SP,427936.59
531,CARLOS HENRIQUE GAGUIM,DEM,TO,463293.81999999937
532,DULCE MIRANDA,MDB,TO,318401.8699999992
533,ROBERTO GÓES,PDT,AP,341673.1
534,GIOVANI FELTES,MDB,RS,178813.54999999996
535,MOSES RODRIGUES,MDB,CE,490576.1300000002
536,RAQUEL MUNIZ,PSD,MG,438762.8299999988
537,BRUNNY,PR,MG,417909.6899999997
538,MARCELO ÁLVARO ANTÔNIO,PSL,MG,436197.3600000001
539,MÁRCIO BIOLCHI,MDB,RS,385365.7699999996
540,OSMAR BERTOLDI,DEM,PR,456628.4999999998
541,ELIZEU DIONIZIO,PSB,MS,487026.0299999999
542,DEOCLIDES MACEDO,PDT,MA,132033.01
543,FRANKLIN,PP,MG,169269.18999999936
544,SILAS FREIRE,PODE,PI,152743.71999999997
545,WADIH DAMOUS,PT,RJ,320975.78999999975
546,ZÉ AUGUSTO NALIN,DEM,RJ,126688.46999999986
547,WILSON BESERRA,MDB,RJ,31747.769999999993
548,PASTOR LUCIANO BRAGA,PRB,BA,127560.37999999992
549,CREUZA PEREIRA,PSB,PE,75405.82999999996
550,NIVALDO ALBUQUERQUE,PTB,AL,301323.89000000065
551,CAJAR NARDES,PODE,RS,488259.4100000001
552,JONES MARTINS,MDB,RS,95907.25999999992
553,ANDRÉ AMARAL,PROS,PB,504488.6399999998
554,MOISÉS DINIZ,PCdoB,AC,132168.28999999998
555,MARCELO DELAROLI,PR,RJ,418269.5100000004
556,VAIDON OLIVEIRA,PROS,CE,503772.13000000006
557,POLLYANA GAMA,PPS,SP,119748.70999999998
558,DEJORGE PATRÍCIO,PRB,RJ,115204.75999999995
559,IZAQUE SILVA,PSDB,SP,28105.14
560,XUXU DAL MOLIN,PSC,MT,62655.4
561,PROF. GEDEÃO AMORIM,MDB,AM,410981.07999999967
562,OSVALDO MAFRA,SOLIDARIEDADE,SC,65836.24000000002
563,EURICELIA CARDOSO,PP,AP,127388.57000000004
564,PROFESSOR PACCO,PODE,DF,88179.83999999995
565,FREITAS DO PT,PT,TO,56881.99999999999
566,WASHINGTON CORAÇÃO VALENTE,PDT,RS,26139.699999999997
567,FELIPE SOUZA,PHS,AM,18019.76
