,nomeParlamentar,siglaPartido,siglaUF,valorLiquido
69,ALICE PORTUGAL,PCdoB,BA,354106.85000000015
70,DANIEL ALMEIDA,PCdoB,BA,474200.99000000075
71,ELCIONE BARBALHO,MDB,PA,506701.5200000004
72,JOSÉ PRIANTE,MDB,PA,373984.86999999994
73,ÁTILA LINS,PP,AM,508421.8600000001
74,PAUDERNEY AVELINO,DEM,AM,417408.9400000008
75,ARIOSTO HOLANDA,PDT,CE,143758.4399999999
76,JOSÉ CARLOS ARAÚJO,PR,BA,462544.3900000005
77,JOSIAS GOMES,PT,BA,899.29
78,LEONARDO MONTEIRO,PT,MG,430435.56999999634
79,MÁRIO HERINGER,PDT,MG,361258.9200000002
80,ODAIR CUNHA,PT,MG,1500.75
81,PATRUS ANANIAS,PT,MG,252189.15000000017
82,REGINALDO LOPES,PT,MG,263066.1600000004
83,CARLOS MANATO,PSL,ES,447005.52999999933
84,CHICO ALENCAR,PSOL,RJ,286236.49000000017
85,DELEY,PTB,RJ,418694.63999999966
86,EDUARDO CUNHA,MDB,RJ,87579.22000000002
87,MARINHA RAUPP,MDB,RO,533627.2399999988
88,SARNEY FILHO,PV,MA,163117.18999999994
89,ANÍBAL GOMES,DEM,CE,193192.41999999998
90,RAIMUNDO GOMES DE MATOS,PSDB,CE,506159.9000000012
91,MARCUS VICENTE,PP,ES,447475.37999999826
92,JULIO LOPES,PP,RJ,402434.0100000004
93,LEONARDO PICCIANI,MDB,RJ,151694.96000000025
94,CARLOS SAMPAIO,PSDB,SP,388737.24999999994
95,GILBERTO NASCIMENTO,PSC,SP,315579.35000000044
96,JEFFERSON CAMPOS,PSB,SP,439618.97000000003
97,JOSÉ MENTOR,PT,SP,443449.52000000037
98,LOBBE NETO,PSDB,SP,356751.5700000006
99,VICENTINHO,PT,SP,285840.3300000002
100,ARNON BEZERRA,PTB,CE,492329.7199999999
101,LEÔNIDAS CRISTINO,PDT,CE,477225.4100000003
102,VICENTE ARRUDA,PR,CE,306796.3800000001
103,JÚLIO CESAR,PSD,PI,505636.4899999992
104,PAES LANDIM,PTB,PI,476201.04999999935
105,JOSUÉ BENGTSON,PTB,PA,508733.29000000044
106,NILSON PINTO,PSDB,PA,492088.87000000017
107,SILAS CÂMARA,PRB,AM,532530.9100000001
108,NILTON CAPIXABA,PTB,RO,526023.7299999995
109,JOÃO CAMPOS,PRB,GO,411464.67
110,RUBENS OTONI,PT,GO,355740.83000000153
111,SANDES JÚNIOR,PP,GO,329343.0299999997
112,GERALDO RESENDE,PSDB,MS,404686.6799999999
113,VANDER LOUBET,PT,MS,483804.67999999993
114,ASSIS DO COUTO,PDT,PR,466265.8399999995
115,GIACOBO,PL,PR,460835.5599999998
116,TAKAYAMA,PSC,PR,387839.15000000014
117,JORGE BOEIRA,PP,SC,79020.41999999991
118,JOSÉ OTÁVIO GERMANO,PP,RS,447139.00000000006
119,MARIA DO ROSÁRIO,PT,RS,440845.5800000002
120,ONYX LORENZONI,DEM,RS,505678.22000000114
121,PAULO PIMENTA,PT,RS,482314.8100000006
122,GONZAGA PATRIOTA,PSB,PE,491006.91000000096
123,MENDONÇA FILHO,DEM,PE,181168.36999999973
124,WOLNEY QUEIROZ,PDT,PE,401855.65999999986
125,JOÃO CASTELO,PSDB,MA,451078.7600000003
126,PEDRO FERNANDES,PTB,MA,493909.31000000087
127,MORONI TORGAN,DEM,CE,74801.51000000008
128,ÁTILA LIRA,PSB,PI,437914.2399999994
129,MARCELO CASTRO,MDB,PI,319968.8399999996
130,DAMIÃO FELICIANO,PDT,PB,408052.78000000014
131,MARCONDES GADELHA,PSC,PB,98447.94999999997
132,ANDRÉ DE PAULA,PSD,PE,121118.2399999998
133,CARLOS EDUARDO CADOCA,PDT,PE,424106.02000000037
134,BENITO GAMA,PTB,BA,471831.0199999999
135,CLAUDIO CAJADO,PP,BA,393217.85999999905
136,JOSÉ CARLOS ALELUIA,DEM,BA,472992.2200000004
137,JOSÉ ROCHA,PL,BA,381880.28000000044
138,GIVALDO CARIMBÃO,AVANTE,AL,477415.96999999974
139,JUTAHY JUNIOR,PSDB,BA,444381.3400000002
140,NELSON PELLEGRINO,PT,BA,170226.79000000012
141,PAULO MAGALHÃES,PSD,BA,350079.5299999999
142,LINCOLN PORTELA,PL,MG,441606.30999999883
143,BONIFÁCIO DE ANDRADA,DEM,MG,416235.09999999753
144,CARLOS MELLES,DEM,MG,427407.9199999992
145,EDUARDO BARBOSA,PSDB,MG,452121.459999998
146,JAIME MARTINS,PROS,MG,434044.64999999874
147,LUIZ SÉRGIO,PT,RJ,380272.12000000064
148,RODRIGO MAIA,DEM,RJ,352074.9900000004
149,MAURO LOPES,MDB,MG,345621.0699999991
150,NILMÁRIO MIRANDA,PT,MG,4002.9699999999993
151,ODELMO LEÃO,PP,MG,402825.0400000005
152,SARAIVA FELIPE,MDB,MG,437076.0399999976
153,SILAS BRASILEIRO,MDB,MG,121896.44999999997
154,LUIZA ERUNDINA,PSOL,SP,361117.75000000035
155,MILTON MONTI,PR,SP,426266.7399999999
156,PEDRO CHAVES,MDB,GO,212411.6400000001
157,AROLDE DE OLIVEIRA,PSD,RJ,29332.739999999998
158,JAIR BOLSONARO,PSL,RJ,368820.9499999994
159,JANDIRA FEGHALI,PCdoB,RJ,429741.3500000004
160,LAURA CARNEIRO,DEM,RJ,371337.4399999998
161,MIRO TEIXEIRA,REDE,RJ,168763.32999999984
162,MARCELO MATOS,PSD,RJ,388452.169999999
163,IRAJÁ ABREU,PSD,TO,474592.1299999996
164,LUANA COSTA,PSC,MA,16694.870000000003
165,RODRIGO GARCIA,DEM,SP,1041.34
166,EDUARDO BOLSONARO,PSL,SP,395354.08999999956
167,FERNANDO MONTEIRO,PP,PE,465511.1199999999
168,STEFANO AGUIAR,PSD,MG,427770.8199999988
169,CACÁ LEÃO,PP,BA,481626.6800000002
170,CRISTIANE BRASIL,PTB,RJ,439834.5899999998
171,LUCIO VIEIRA LIMA,MDB,BA,240769.20999999935
172,HERÁCLITO FORTES,DEM,PI,407491.3799999993
173,ERIVELTON SANTANA,PATRI,BA,446486.23999999993
174,DAVIDSON MAGALHÃES,PCdoB,BA,259880.75000000023
175,CABUÇU BORGES,MDB,AP,518984.84999999986
176,JOÃO MARCELO SOUZA,MDB,MA,520673.02000000037
177,VALMIR PRASCIDELLI,PT,SP,421191.0199999999
178,JOSI NUNES,PROS,TO,485790.0499999997
179,MARCELO SQUASSONI,PRB,SP,422366.9400000004
180,PEDRO PAULO,DEM,RJ,210877.26999999996
181,RONALDO MARTINS,PRB,CE,518650.46000000054
182,MAURO PEREIRA,MDB,RS,478182.09000000014
183,GABRIEL GUIMARÃES,PT,MG,386292.1699999988
184,GORETE PEREIRA,PR,CE,512925.7000000007
185,JARBAS VASCONCELOS,MDB,PE,474488.72000000067
186,JOSÉ FOGAÇA,MDB,RS,257881.67999999988
187,PAULO MALUF,PP,SP,361577.1800000004
188,ENIO VERRI,PT,PR,465737.6099999995
189,MARCO MAIA,PT,RS,488669.9800000027
190,ADEMIR CAMILO,MDB,MG,418868.7599999977
191,ANDRÉ FIGUEIREDO,PDT,CE,311085.18000000063
192,EDMILSON RODRIGUES,PSOL,PA,493057.2300000004
193,AFONSO HAMM,PP,RS,434712.310000001
194,VICENTINHO JÚNIOR,PL,TO,467033.32999999984
195,WADSON RIBEIRO,PCdoB,MG,120662.67000000001
196,BETO FARO,PT,PA,502766.8099999999
197,AELTON FREITAS,PR,MG,443728.51000000065
198,ANTONIO BULHÕES,PRB,SP,425517.17000000057
199,VALADARES FILHO,PSB,SE,317661.34999999974
200,DUARTE NOGUEIRA,PSDB,SP,139494.35999999987
201,INDIO DA COSTA,PSD,RJ,431991.5000000002
202,ARNALDO JARDIM,CIDADANIA,SP,3014.78
203,BRUNO ARAÚJO,PSDB,PE,111389.94000000005
204,CARLOS ZARATTINI,PT,SP,449166.42000000045
205,CARLOS BEZERRA,MDB,MT,464020.4900000006
206,CELSO MALDANER,MDB,SC,450057.6199999986
207,CLEBER VERDE,PRB,MA,504954.76
208,DAGOBERTO NOGUEIRA,PDT,MS,482948.9099999997
209,DAVI ALVES SILVA JÚNIOR,PR,MA,268383.25000000006
210,DÉCIO LIMA,PT,SC,477455.4000000001
211,EDIO LOPES,PL,RR,552446.1099999998
212,EDUARDO DA FONTE,PP,PE,239769.03999999978
213,EFRAIM FILHO,DEM,PB,518426.5899999997
214,FÁBIO RAMALHO,MDB,MG,432272.23999999865
215,FÁBIO FARIA,PSD,RN,505114.67000000033
216,FELIPE MAIA,DEM,RN,369711.88
217,FELIPE BORNIER,PROS,RJ,364901.1299999996
218,FERNANDO COELHO FILHO,DEM,PE,129556.21999999997
219,FLAVIANO MELO,MDB,AC,486708.3099999997
220,CHICO D'ANGELO,PDT,RJ,429201.3200000008
221,CHICO LOPES,PCdoB,CE,390137.2900000002
222,GEORGE HILTON,PSC,MG,332450.6299999996
223,PEPE VARGAS,PT,RS,484553.7199999995
224,HUGO LEAL,PSD,RJ,427420.47000000277
225,ALFREDO KAEFER,PP,PR,473691.1799999992
226,JOÃO CARLOS BACELAR,PL,BA,444354.250000001
227,JOSÉ AIRTON FÉLIX CIRILO,PT,CE,505701.65
228,JOSÉ GUIMARÃES,PT,CE,505526.10000000085
229,RICARDO TRIPOLI,PSDB,SP,385449.2000000005
230,JULIÃO AMIN,PDT,MA,47073.400000000016
231,LAERTE BESSA,PR,DF,384967.83999999997
232,LÁZARO BOTELHO,PP,TO,478676.66999999946
233,LEONARDO QUINTÃO,MDB,MG,411279.5099999998
234,LINDOMAR GARÇON,PRB,RO,522540.6399999991
235,LÚCIO VALE,PR,PA,449691.92000000004
236,LUIZ CARLOS BUSATO,PTB,RS,503385.47000000044
237,LUIZ FERNANDO FARIA,PP,MG,427376.6299999996
238,PAULO TEIXEIRA,PT,SP,455873.1900000003
239,MANOEL JUNIOR,MDB,PB,518466.1199999994
240,MARCOS MONTES,PSD,MG,442689.60999999923
241,JÔ MORAES,PCdoB,MG,425163.10999999754
242,MAURO MARIANI,MDB,SC,348200.4499999992
243,MIGUEL CORRÊA,PT,MG,14.129999999999999
244,BILAC PINTO,DEM,MG,432173.01999999915
245,OTAVIO LEITE,PSDB,RJ,406550.0200000004
246,PAULO ABI-ACKEL,PSDB,MG,433752.78999999864
247,PAULO HENRIQUE LUSTOSA,PP,CE,145588.58000000013
248,PAULO PEREIRA DA SILVA,SOLIDARIEDADE,SP,310868.25999999995
249,SABINO CASTELO BRANCO,PTB,AM,14000.0
250,RENATO MOLLING,PP,RS,507991.6300000013
251,ROBERTO BRITTO,PP,BA,461868.9500000009
252,RODRIGO DE CASTRO,PSDB,MG,436065.91999999946
253,ROGÉRIO MARINHO,PSDB,RN,509178.1199999992
254,RÔMULO GOUVEIA,PSD,PB,525800.8499999995
255,SÉRGIO MORAES,PTB,RS,409353.91000000125
256,VALTENIR PEREIRA,MDB,MT,472041.02999999956
257,VANDERLEI MACRIS,PSDB,SP,444513.5599999998
258,VINICIUS CARVALHO,PRB,SP,461482.92000000045
259,WALDIR MARANHÃO,PSDB,MA,193539.2499999997
260,LELO COIMBRA,MDB,ES,461972.7299999998
261,WILLIAM WOO,PP,SP,111271.1199999998
262,DOMINGOS NETO,PSD,CE,510380.0899999998
263,DANIEL VILELA,MDB,GO,419302.6400000003
264,MARCELO ARO,PP,MG,293049.29000000015
265,FABIANO HORTA,PT,RJ,171765.1199999998
266,ROSINHA DA ADEFAL,AVANTE,AL,98396.25999999992
267,PROFESSOR VICTÓRIO GALLI,PSL,MT,312800.12000000017
268,MÁRCIO MARINHO,PRB,BA,471823.1999999998
269,LAERCIO OLIVEIRA,PP,SE,374412.0899999998
270,MAIA FILHO,PP,PI,472878.03999999963
271,GLAUBER BRAGA,PSOL,RJ,335107.07999999996
272,ROBERTO ALVES,PRB,SP,452498.65000000014
273,ASSIS CARVALHO,PT,PI,463599.15999999945
274,MARCUS PESTANA,PSDB,MG,415414.6199999985
275,ROGÉRIO ROSSO,PSD,DF,294070.5200000003
276,AFONSO FLORENCE,PT,BA,478687.8899999997
277,JORGINHO MELLO,PR,SC,471868.1999999998
278,LUIS TIBÉ,AVANTE,MG,412866.28999999905
279,ALESSANDRO MOLON,PSB,RJ,421857.13000000006
280,AUREO RIBEIRO,SOLIDARIEDADE,RJ,436508.2100000004
281,RONALDO BENEDET,MDB,SC,485138.6599999999
282,PAULO FOLETTO,PSB,ES,415965.83999999944
283,WELITON PRADO,PROS,MG,436609.0699999984
284,AGUINALDO RIBEIRO,PP,PB,515402.31999999937
285,DANILO CABRAL,PSB,PE,283630.99
286,ANTONIO IMBASSAHY,PSDB,BA,405524.0299999998
287,JHONATAN DE JESUS,PRB,RR,540808.5999999997
288,ELI CORRÊA FILHO,DEM,SP,351947.1200000005
289,MARCON,PT,RS,477042.6400000009
290,MARCO TEBALDI,PSDB,SC,486768.1499999994
291,BOHN GASS,PT,RS,487662.4299999997
292,ARTHUR LIRA,PP,AL,285644.6300000003
293,ANDRE MOURA,PSC,SE,431360.2600000001
294,ALEXANDRE LEITE,DEM,SP,282260.8999999999
295,ANDERSON FERREIRA,PR,PE,370996.29000000044
296,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,455168.52999999945
297,ANTONIO BRITO,PSD,BA,329362.9700000004
298,PADRE JOÃO,PT,MG,442888.7699999971
299,PAULO FREIRE COSTA,PL,SP,429038.71999999956
300,ALCEU MOREIRA,MDB,RS,488920.90999999933
301,MISSIONÁRIO JOSÉ OLIMPIO,DEM,SP,420939.77999999904
302,MARA GABRILLI,PSDB,SP,422811.5899999997
303,NELSON PADOVANI,PSDB,PR,293842.9500000004
304,NELSON MARCHEZAN JUNIOR,PSDB,RS,461021.36000000004
305,WALDENOR PEREIRA,PT,BA,465328.77
306,JERÔNIMO GOERGEN,PP,RS,443543.24000000034
307,JOÃO RODRIGUES,PSD,SC,470721.65999999986
308,JORGE CÔRTE REAL,PTB,PE,493694.8500000011
309,JOÃO ARRUDA,MDB,PR,455922.81999999913
310,ERIKA KOKAY,PT,DF,204462.8699999999
311,CÉSAR HALUM,PRB,TO,488569.36
312,EDMAR ARRUDA,PSD,PR,311070.5899999996
313,ALBERTO FILHO,PP,MA,503814.58
314,DIEGO ANDRADE,PSD,MG,372808.35999999836
315,BRUNA FURLAN,PSDB,SP,422439.7900000002
316,VINICIUS GURGEL,PL,AP,529842.6699999988
317,ZECA DIRCEU,PT,PR,451376.36999999936
318,HEULER CRUVINEL,PP,GO,296030.45999999996
319,FLÁVIA MORAIS,PDT,GO,425665.43000000005
320,DIMAS FABIANO,PP,MG,428065.26999999885
321,ARTHUR OLIVEIRA MAIA,DEM,BA,490296.41000000015
322,PR. MARCO FELICIANO,PODE,SP,431063.3699999997
323,ARNALDO JORDY,PPS,PA,516673.2100000006
324,PEDRO UCZAI,PT,SC,465974.7599999992
325,JOSE STÉDILE,PSB,RS,460532.1300000016
326,VALMIR ASSUNÇÃO,PT,BA,451861.9799999999
327,TONINHO PINHEIRO,PP,MG,404799.9299999993
328,SERGIO ZVEITER,DEM,RJ,45550.60000000001
329,SIBÁ MACHADO,PT,AC,332024.6299999995
330,THIAGO PEIXOTO,PSD,GO,169315.01999999984
331,JOSÉ NUNES,PSD,BA,464764.2599999999
332,WASHINGTON REIS,MDB,RJ,422490.6799999995
333,SANDRO ALEX,PSD,PR,454829.9100000001
334,VICENTE CANDIDO,PT,SP,443174.33000000037
335,LUCIANA SANTOS,PCdoB,PE,489565.66000000003
336,SÁGUAS MORAES,PT,MT,515099.12000000064
337,WALNEY ROCHA,PATRI,RJ,286137.68
338,ZÉ SILVA,SOLIDARIEDADE,MG,428961.5799999967
339,MANDETTA,DEM,MS,489908.02999999945
340,WILSON FILHO,PTB,PB,508554.1499999998
341,RONALDO FONSECA,PODE,DF,296040.3599999999
342,PROFESSORA DORINHA SEABRA REZENDE,DEM,TO,475511.2899999988
343,EROS BIONDINI,PROS,MG,419921.20999999804
344,PROFESSORA MARCIVANIA,PCdoB,AP,517807.1399999993
345,PASTOR EURICO,PATRIOTA,PE,425177.1099999998
346,DR. JORGE SILVA,SOLIDARIEDADE,ES,414877.65999999986
347,DELEGADO FRANCISCHINI,PSL,PR,453981.94999999995
348,ESPERIDIÃO AMIN,PP,SC,413039.63999999943
349,ROGÉRIO PENINHA MENDONÇA,MDB,SC,364972.8899999995
350,ROBERTO TEIXEIRA,PP,PE,4046.37
351,ROBERTO DE LUCENA,PODE,SP,336051.0400000007
352,RENZO BRAZ,PP,MG,350518.79999999836
353,RICARDO IZAR,PP,SP,448839.44000000006
354,KEIKO OTA,PSB,SP,347444.63000000163
355,MARCELO AGUIAR,DEM,SP,433503.67000000004
356,LEOPOLDO MEYER,PSB,PR,203027.28999999995
357,AUGUSTO COUTINHO,SOLIDARIEDADE,PE,498807.14999999997
358,FÉLIX MENDONÇA JÚNIOR,PDT,BA,447104.2100000007
359,GUILHERME MUSSI,PP,SP,427247.7900000011
360,GENECIAS NORONHA,SOLIDARIEDADE,CE,516778.65000000026
361,JEAN WYLLYS,PSOL,RJ,286129.33
362,GIOVANI CHERINI,PL,RS,488813.38000000064
363,HUGO MOTTA,PRB,PB,465006.5099999993
364,FERNANDO TORRES,PSD,BA,463426.46999999974
365,FRANCISCO FLORIANO,DEM,RJ,426080.4800000002
366,DOMINGOS SÁVIO,PSDB,MG,431960.67999999854
367,TIRIRICA,PL,SP,191342.18999999997
368,LUIZ NISHIMORI,PL,PR,450496.8999999995
369,RONALDO NOGUEIRA,PTB,RS,136434.2199999999
370,FERNANDO JORDÃO,MDB,RJ,353226.0800000003
371,DELEGADO WALDIR,PSL,GO,26538.790000000048
372,CARMEN ZANOTTO,CIDADANIA,SC,374291.0399999995
373,NILSON LEITÃO,PSDB,MT,395774.48000000016
374,MAGDA MOFATTO,PL,GO,421386.7399999999
375,WEVERTON ROCHA,PDT,MA,493769.0299999996
376,SEVERINO NINHO,PSB,PE,183442.79999999984
377,MARCOS ROGÉRIO,DEM,RO,480870.39
378,PROFESSOR SÉRGIO DE OLIVEIRA,PSD,PR,41928.93000000003
379,PAULÃO,PT,AL,498668.45000000065
380,MARGARIDA SALOMÃO,PT,MG,441114.05999999924
381,FABIO REIS,MDB,SE,414193.46999999974
382,SUBTENENTE GONZAGA,PDT,MG,434193.23999999854
383,LUIZ CARLOS RAMOS,PR,RJ,410856.0900000009
384,LEO DE BRITO,PT,AC,542455.579999999
385,MAJOR OLIMPIO,PSL,SP,378749.50000000076
386,MAX FILHO,PSDB,ES,298628.6399999994
387,EVANDRO GUSSI,PV,SP,446610.2799999996
388,CAPITÃO AUGUSTO,PL,SP,456429.3299999989
389,DR. SINVAL MALHEIROS,PODE,SP,444373.8599999987
390,ANDRÉ ABDON,PP,AP,513684.0299999992
391,LEANDRE,PV,PR,453888.45999999624
392,ALEXANDRE SERFIOTIS,PSD,RJ,441127.4299999987
393,BEBETO,PSB,BA,454134.31000000006
394,AFONSO MOTTA,PDT,RS,485236.8499999991
395,ALAN RICK,DEM,AC,548507.330000001
396,ANGELIM,PT,AC,497839.23999999906
397,CÉSAR MESSIAS,PSB,AC,461017.7399999987
398,JÉSSICA SALES,MDB,AC,532272.7700000001
399,ROCHA,PSDB,AC,584774.1100000003
400,CÍCERO ALMEIDA,PHS,AL,322042.50999999966
401,JHC,PSB,AL,351359.09999999957
402,MARX BELTRÃO,PSD,AL,350495.53999999986
403,PEDRO VILELA,PSDB,AL,394142.5600000001
404,RONALDO LESSA,PDT,AL,491660.0899999999
405,ALFREDO NASCIMENTO,PR,AM,409641.9700000005
406,ARTHUR VIRGÍLIO BISNETO,PSDB,AM,429050.42000000074
407,CONCEIÇÃO SAMPAIO,PSDB,AM,233723.50999999975
408,HISSA ABRAHÃO,PDT,AM,468126.35000000073
409,MARCOS ROTTA,MDB,AM,355034.3500000009
410,JOZI ARAÚJO,PODE,AP,482982.3299999997
411,MARCOS REATEGUI,PSD,AP,523645.88999999943
412,CAETANO,PT,BA,460096.9500000005
413,ELMAR NASCIMENTO,DEM,BA,456841.71000000025
414,IRMÃO LAZARO,PSC,BA,219914.3899999997
415,JOÃO GUALBERTO,PSDB,BA,276252.1500000001
416,JORGE SOLLA,PT,BA,465771.28999999596
417,MÁRIO NEGROMONTE JR.,PP,BA,463118.50000000023
418,MOEMA GRAMACHO,PT,BA,461767.98999999976
419,PAULO AZI,DEM,BA,483382.0600000003
420,RONALDO CARLETTO,PP,BA,456528.7400000002
421,TIA ERON,PRB,BA,470915.4299999997
422,ULDURICO JUNIOR,PROS,BA,479766.9499999997
423,ADAIL CARNEIRO,PODE,CE,360570.7499999995
424,CABO SABINO,AVANTE,CE,498044.89000000025
425,LUIZIANNE LINS,PT,CE,506370.77999999956
426,MACEDO,PP,CE,511551.32999999984
427,ODORICO MONTEIRO,PSB,CE,499597.0000000005
428,VITOR VALIM,PROS,CE,295168.8800000005
429,RÔNEY NEMER,PP,DF,368975.3399999994
430,EVAIR VIEIRA DE MELO,PP,ES,347851.1199999994
431,GIVALDO VIEIRA,PCdoB,ES,407100.97999999736
432,HELDER SALOMÃO,PT,ES,424352.3899999992
433,SERGIO VIDIGAL,PDT,ES,437061.36999999866
434,ALEXANDRE BALDY,PP,GO,408843.97999999975
435,CÉLIO SILVEIRA,PSDB,GO,425430.74
436,FÁBIO SOUSA,PSDB,GO,177625.98000000004
437,GIUSEPPE VECCI,PSDB,GO,429237.98
438,LUCAS VERGILIO,SOLIDARIEDADE,GO,433857.48
439,MARCOS ABRÃO,PPS,GO,430074.0599999997
440,ALUISIO MENDES,PODE,MA,506952.8000000004
441,ANDRÉ FUFUCA,PP,MA,331793.47000000044
442,ELIZIANE GAMA,PPS,MA,293014.14999999985
443,HILDO ROCHA,MDB,MA,519384.3900000006
444,JUNIOR MARRECA,PATRI,MA,508440.99000000075
445,JUSCELINO FILHO,DEM,MA,505632.6300000002
446,RUBENS PEREIRA JÚNIOR,PCdoB,MA,513989.74000000017
447,VICTOR MENDES,MDB,MA,505799.33000000066
448,ZÉ CARLOS,PT,MA,504167.92000000103
449,ADELMO CARNEIRO LEÃO,PT,MG,431299.0999999985
450,CAIO NARCIO,PSDB,MG,434092.5899999987
451,DÂMINA PEREIRA,PODE,MG,381265.05999999907
452,DELEGADO EDSON MOREIRA,PR,MG,429259.93999999843
453,LAUDIVIO CARVALHO,PODE,MG,437716.43999999744
454,MISAEL VARELLA,PSD,MG,430971.04999999935
455,NEWTON CARDOSO JR,MDB,MG,422243.15999999945
456,RODRIGO PACHECO,DEM,MG,420080.8799999986
457,TENENTE LÚCIO,PR,MG,416170.34999999887
458,CARLOS MARUN,MDB,MS,495616.1999999996
459,TEREZA CRISTINA,DEM,MS,488842.41999999975
460,ZECA DO PT,PT,MS,479955.89000000013
461,ADILTON SACHETTI,PRB,MT,315037.8500000003
462,EZEQUIEL FONSECA,PP,MT,279576.6400000001
463,FABIO GARCIA,DEM,MT,438838.1900000008
464,BETO SALAME,PP,PA,508621.96999999887
465,FRANCISCO CHAPADINHA,PODE,PA,505713.76
466,DELEGADO ÉDER MAURO,PSD,PA,503005.54999999964
467,HÉLIO LEITE,DEM,PA,521336.8299999998
468,JOAQUIM PASSARINHO,PSD,PA,511951.5900000002
469,SIMONE MORGADO,MDB,PA,516139.52000000083
470,PEDRO CUNHA LIMA,PSDB,PB,221231.15000000026
471,VENEZIANO VITAL DO RÊGO,PSB,PB,344590.62999999995
472,ADALBERTO CAVALCANTI,AVANTE,PE,498763.59999999974
473,BETINHO GOMES,PSDB,PE,498571.8600000003
474,DANIEL COELHO,CIDADANIA,PE,452098.04000000085
475,JOÃO FERNANDO COUTINHO,PROS,PE,486088.8500000003
476,KAIO MANIÇOBA,SOLIDARIEDADE,PE,485661.53999999963
477,MARINALDO ROSENDO,PP,PE,430400.18999999994
