,nomeParlamentar,siglaPartido,siglaUF,valorLiquido
478,RICARDO TEOBALDO,PODE,PE,494755.0199999989
479,SEBASTIÃO OLIVEIRA,PL,PE,108.24000000000001
480,TADEU ALENCAR,PSB,PE,498972.13000000047
481,ZECA CAVALCANTI,PTB,PE,507004.1800000001
482,CAPITÃO FÁBIO ABREU,PL,PI,992.23
483,REJANE DIAS,PT,PI,1374.8
484,RODRIGO MARTINS,PSB,PI,503017.6899999997
485,ALIEL MACHADO,PSB,PR,409274.11999999825
486,CHRISTIANE DE SOUZA YARED,PL,PR,463761.91999999975
487,DIEGO GARCIA,PODE,PR,462897.5999999924
488,EVANDRO ROMAN,PSD,PR,463889.6400000003
489,LUCIANO DUCCI,PSB,PR,437418.7599999992
490,MARCELO BELINATI,PP,PR,422626.3999999989
491,SERGIO SOUZA,MDB,PR,449147.2500000008
492,TONINHO WANDSCHEER,PROS,PR,469976.98999999923
493,ROSSONI,PSDB,PR,77141.18999999992
494,ALEXANDRE VALLE,PR,RJ,427949.9699999995
495,ALTINEU CÔRTES,PL,RJ,345694.6699999999
496,CABO DACIOLO,PATRI,RJ,330529.43999999954
497,CLARISSA GAROTINHO,PROS,RJ,434201.15000000043
498,DR. JOÃO,PR,RJ,403449.56999999954
499,EZEQUIEL TEIXEIRA,PODE,RJ,331593.269999999
500,MARCO ANTÔNIO CABRAL,MDB,RJ,3791.37
501,MARCOS SOARES,DEM,RJ,375812.2399999992
502,ROBERTO SALES,DEM,RJ,442857.0800000003
503,ROSANGELA GOMES,PRB,RJ,402746.03999999934
504,SORAYA SANTOS,PL,RJ,380625.56
505,SÓSTENES CAVALCANTE,DEM,RJ,408910.6400000004
506,BETO ROSADO,PP,RN,523847.44999999914
507,ZENAIDE MAIA,PHS,RN,523821.9500000003
508,ANTÔNIO JÁCOME,PODE,RN,515866.93000000005
509,RAFAEL MOTTA,PSB,RN,472988.8899999996
510,WALTER ALVES,MDB,RN,479773.31999999884
511,EXPEDITO NETTO,PSD,RO,523303.1699999999
512,LUCIO MOSQUINI,MDB,RO,414651.1299999998
513,LUIZ CLÁUDIO,PR,RO,525968.3299999998
514,MARIANA CARVALHO,PSDB,RO,305177.8999999999
515,ABEL MESQUITA JR.,DEM,RR,544471.380000001
516,CARLOS ANDRADE,PHS,RR,540152.4099999991
517,HIRAN GONÇALVES,PP,RR,557400.2599999993
518,REMÍDIO MONAI,PR,RR,543350.3499999997
519,SHÉRIDAN,PSDB,RR,465659.49999999953
520,CARLOS GOMES,PRB,RS,436496.86000000057
521,COVATTI FILHO,PP,RS,504607.4400000012
522,HEITOR SCHUCH,PSB,RS,426092.1200000003
523,JOÃO DERLY,REDE,RS,496962.0900000007
524,GEOVANIA DE SÁ,PSDB,SC,413467.8100000003
525,JOÃO PAULO KLEINÜBING,DEM,SC,24303.47999999999
526,ADELSON BARRETO,PR,SE,254382.3000000003
527,FÁBIO MITIDIERI,PSD,SE,487345.54999999964
528,JOÃO DANIEL,PT,SE,479349.9699999998
529,JONY MARCOS,PRB,SE,463375.9299999997
530,ALEX MANENTE,CIDADANIA,SP,457946.10000000003
531,ANA PERUGINI,PT,SP,451692.2699999984
532,ANDRES SANCHEZ,PT,SP,327096.9100000002
533,BALEIA ROSSI,MDB,SP,369003.62999999983
534,BRUNO COVAS,PSDB,SP,373856.6999999996
535,EDUARDO CURY,PSDB,SP,378869.85000000003
536,FLAVINHO,PSC,SP,310154.58
537,FLORIANO PESARO,PSDB,SP,3822.89
538,GOULART,PSD,SP,441241.21000000037
539,HERCULANO PASSOS,MDB,SP,457647.3500000003
540,LUIZ LAURO FILHO,PSB,SP,457437.87999999966
541,MARCIO ALVINO,PL,SP,421576.4700000017
542,MIGUEL HADDAD,PSDB,SP,338600.4100000001
543,MIGUEL LOMBARDI,PL,SP,436923.9499999974
544,NILTO TATTO,PT,SP,439176.40000000136
545,ORLANDO SILVA,PCdoB,SP,459023.69000000024
546,JOÃO PAULO PAPA,PSDB,SP,326178.6500000011
547,RENATA ABREU,PODE,SP,435756.35000000073
548,SAMUEL MOREIRA,PSDB,SP,121232.85999999999
549,SÉRGIO REIS,PRB,SP,335673.0100000002
550,VITOR LIPPI,PSDB,SP,432740.12000000017
551,CARLOS HENRIQUE GAGUIM,DEM,TO,371933.32999999955
552,DULCE MIRANDA,MDB,TO,477146.2199999985
553,ROBERTO GÓES,PDT,AP,515649.5199999993
554,MOSES RODRIGUES,MDB,CE,507603.5600000004
555,RAQUEL MUNIZ,PSD,MG,423146.3999999981
556,BRUNNY,PR,MG,429770.3799999993
557,MARCELO ÁLVARO ANTÔNIO,PSL,MG,427611.54999999894
558,MÁRCIO BIOLCHI,MDB,RS,4467.49
559,OSMAR BERTOLDI,DEM,PR,73419.15999999997
560,MARQUINHO MENDES,MDB,RJ,407901.93999999954
561,ELIZEU DIONIZIO,PSB,MS,498575.56999999995
562,FRANKLIN,PP,MG,420694.0399999991
563,SILAS FREIRE,PODE,PI,489424.8499999994
564,MERLONG SOLANO,PT,PI,11.73
565,WADIH DAMOUS,PT,RJ,271995.91999999987
566,ROSÂNGELA CURADO,PDT,MA,-1335.98
567,FLAVIO NOGUEIRA,PDT,PI,151171.49000000014
568,ZÉ AUGUSTO NALIN,DEM,RJ,62605.150000000045
569,ANGELA ALBINO,PCdoB,SC,416487.18000000017
570,WILSON BESERRA,MDB,RJ,72009.64000000001
571,ÁTILA A. NUNES,MDB,RJ,6485.389999999999
572,PAULO EDUARDO MARTINS,PSC,PR,240945.68000000002
573,PASTOR LUCIANO BRAGA,PRB,BA,161830.3599999998
574,CREUZA PEREIRA,PSB,PE,146283.10999999964
575,GUILHERME COELHO,PSDB,PE,113531.82999999991
576,NIVALDO ALBUQUERQUE,PTB,AL,317679.2299999994
577,CAJAR NARDES,PODE,RS,302249.75
578,JONES MARTINS,MDB,RS,280681.1299999998
579,VAL AMÉLIO,PRTB,AL,167413.30000000002
580,ILDON MARQUES,PSB,MA,160062.80000000002
581,ANDRÉ AMARAL,PROS,PB,166474.44000000015
582,MOISÉS DINIZ,PCdoB,AC,204055.80000000005
583,RICARDO BENTINHO,PRB,SP,108050.65999999999
584,POLLYANA GAMA,PPS,SP,19925.719999999998
