,nomeParlamentar,siglaPartido,siglaUF,valorLiquido
478,ALEXANDRE VALLE,PR,RJ,407636.88999999914
479,ALTINEU CÔRTES,PL,RJ,310717.43000000017
480,CABO DACIOLO,PATRI,RJ,226111.85999999987
481,DR. JOÃO,PR,RJ,23.26
482,EZEQUIEL TEIXEIRA,PODE,RJ,410313.169999999
483,MARCO ANTÔNIO CABRAL,MDB,RJ,389770.96999999986
484,MARCOS SOARES,DEM,RJ,413194.63999999914
485,ROBERTO SALES,DEM,RJ,427872.53999999963
486,ROSANGELA GOMES,PRB,RJ,446837.13999999943
487,SORAYA SANTOS,PL,RJ,405302.1999999999
488,SÓSTENES CAVALCANTE,DEM,RJ,416500.38999999955
489,BETO ROSADO,PP,RN,511564.31000000035
490,ZENAIDE MAIA,PHS,RN,524129.0999999994
491,ANTÔNIO JÁCOME,PODE,RN,512808.2900000001
492,RAFAEL MOTTA,PSB,RN,486267.5399999995
493,WALTER ALVES,MDB,RN,513815.2399999995
494,EXPEDITO NETTO,PSD,RO,522474.01000000024
495,LUCIO MOSQUINI,MDB,RO,524071.8699999999
496,LUIZ CLÁUDIO,PR,RO,510679.50000000006
497,MARIANA CARVALHO,PSDB,RO,514020.8800000005
498,ABEL MESQUITA JR.,DEM,RR,533890.1
499,CARLOS ANDRADE,PHS,RR,545474.5700000001
500,HIRAN GONÇALVES,PP,RR,546148.11
501,REMÍDIO MONAI,PR,RR,577421.8700000002
502,SHÉRIDAN,PSDB,RR,486636.1800000003
503,CARLOS GOMES,PRB,RS,372024.7599999996
504,COVATTI FILHO,PP,RS,506658.0699999997
505,HEITOR SCHUCH,PSB,RS,487057.97000000003
506,JOÃO DERLY,REDE,RS,473769.8499999994
507,GEOVANIA DE SÁ,PSDB,SC,455741.5700000009
508,JOÃO PAULO KLEINÜBING,DEM,SC,461076.65000000055
509,ADELSON BARRETO,PR,SE,346034.32999999856
510,FÁBIO MITIDIERI,PSD,SE,494274.70999999903
511,JOÃO DANIEL,PT,SE,480913.629999999
512,JONY MARCOS,PRB,SE,471704.5499999993
513,ALEX MANENTE,CIDADANIA,SP,456180.79000000004
514,ANA PERUGINI,PT,SP,446461.69999999995
515,ANDRES SANCHEZ,PT,SP,382228.6100000007
516,BALEIA ROSSI,MDB,SP,316085.92999999976
517,BRUNO COVAS,PSDB,SP,3.28
518,EDUARDO CURY,PSDB,SP,421779.8600000007
519,FLAVINHO,PSC,SP,285607.73999999877
520,FLORIANO PESARO,PSDB,SP,3055.9
521,GOULART,PSD,SP,436621.70999999956
522,HERCULANO PASSOS,MDB,SP,453687.0399999999
523,LUIZ LAURO FILHO,PSB,SP,459072.1300000006
524,MARCIO ALVINO,PL,SP,219457.0500000004
525,MIGUEL HADDAD,PSDB,SP,377513.0200000004
526,MIGUEL LOMBARDI,PL,SP,441409.0700000006
527,NILTO TATTO,PT,SP,425227.58999999973
528,ORLANDO SILVA,PCdoB,SP,450273.0800000005
529,JOÃO PAULO PAPA,PSDB,SP,348295.5199999997
530,RENATA ABREU,PODE,SP,442419.6299999997
531,SAMUEL MOREIRA,PSDB,SP,0.54
532,SÉRGIO REIS,PRB,SP,402491.3600000006
533,VITOR LIPPI,PSDB,SP,439787.7300000006
534,CARLOS HENRIQUE GAGUIM,DEM,TO,474856.5200000004
535,DULCE MIRANDA,MDB,TO,484274.8599999995
536,ROBERTO GÓES,PDT,AP,517658.13000000047
537,MOSES RODRIGUES,MDB,CE,513974.94000000006
538,RAQUEL MUNIZ,PSD,MG,440048.93000000005
539,BRUNNY,PR,MG,430972.7699999995
540,MARCELO ÁLVARO ANTÔNIO,PSL,MG,433112.51999999984
541,MÁRCIO BIOLCHI,MDB,RS,4714.0
542,OSMAR BERTOLDI,DEM,PR,445857.43000000116
543,MARQUINHO MENDES,MDB,RJ,7.06
544,ELIZEU DIONIZIO,PSB,MS,485014.3600000003
545,DEOCLIDES MACEDO,PDT,MA,328133.1100000002
546,FRANKLIN,PP,MG,433112.5199999982
547,SILAS FREIRE,PODE,PI,470192.54000000044
548,MERLONG SOLANO,PT,PI,2.06
549,WADIH DAMOUS,PT,RJ,430305.2200000004
550,ZÉ AUGUSTO NALIN,DEM,RJ,247292.54000000004
551,ANGELA ALBINO,PCdoB,SC,3455.78
552,WILSON BESERRA,MDB,RJ,403688.1800000001
553,NELSON NAHIM,PSD,RJ,5134.61
554,PAULO EDUARDO MARTINS,PSC,PR,-1548.38
555,PASTOR LUCIANO BRAGA,PRB,BA,428304.0700000002
556,CREUZA PEREIRA,PSB,PE,211505.77999999982
557,GUILHERME COELHO,PSDB,PE,398843.0299999997
558,NIVALDO ALBUQUERQUE,PTB,AL,494285.5700000016
559,CAJAR NARDES,PODE,RS,486925.6699999995
560,JONES MARTINS,MDB,RS,449765.9499999995
561,ANDRÉ AMARAL,PROS,PB,501286.5900000005
562,MOISÉS DINIZ,PCdoB,AC,534204.8100000002
563,RICARDO BENTINHO,PRB,SP,31581.090000000004
564,MARCELO DELAROLI,PR,RJ,427449.7000000007
565,VAIDON OLIVEIRA,PROS,CE,503845.0800000002
566,POLLYANA GAMA,PPS,SP,444947.32000000065
567,DEJORGE PATRÍCIO,PRB,RJ,423231.02000000206
568,LOURIVAL GOMES,PSL,RJ,50331.390000000036
569,ADÉRMIS MARINI,PSDB,SP,174463.0799999997
570,IZAQUE SILVA,PSDB,SP,413850.1299999989
571,LUZIA FERREIRA,PPS,MG,117407.63000000008
572,ROGÉRIO SILVA,MDB,MT,142144.58999999982
573,XUXU DAL MOLIN,PSC,MT,77272.48999999998
